index,Customer_ID,Age,Gender,Income_Level,Purchase_Date,Product_ID,Product_Category,Brand,Purchase_Amount,Average_Spending_Per_Purchase,Purchase_Frequency_Per_Month,Brand_Affinity_Score,Product_Category_Preferences,Month,Year,Season,Cluster
-1.7344476119924057,b81ee6c9-2ae4-48a7-b283-220eaa244f43,-0.5498905429136896,Female,Medium,2022-04-26,d2f767d6-b01a-41a2-87f7-ec1d1186f50e,Clothing,Brand_C,-0.40745930030651534,0.2787608179379257,-1.2448853333090992,-1.2116917257585973,Low,-1.5845537980762467,0.8649148100381658,Winter,0
-1.7274922726883457,fdf79bcd-5908-4c90-8501-570ffb5b7648,0.39931797068537095,Other,Low,2021-12-09,9ab75a68-4329-4bd9-a259-2233c0f34c93,Electronics,Brand_A,-0.3782306017054134,1.8182170223878968,1.3032893367355542,-1.5739254545497678,Low,-0.7031699617379922,-0.1396875688778368,Winter,3
-1.7240146030363157,878dccba-893a-48f9-8d34-6ed394fa3c9c,-0.6615621327488731,Female,Medium,2022-12-03,d518569b-ff79-494b-b2b6-7e2af39db86a,Clothing,Brand_C,0.09673575056249313,1.7055738854769233,-0.8808603804455774,-0.48722426817625586,Low,0.7658030988257654,0.9988617938936328,Fall,0
-1.720536933384286,0af0bd81-73cc-494e-aa5e-75c6d0b6d743,1.0135117147788806,Other,Medium,2020-06-08,b6deac9d-2b7e-4a51-8273-a6534910b3bc,Books,Brand_B,1.317033917158499,1.2550013378330294,0.5752394310085104,-1.2116917257585973,High,-1.5845537980762467,0.8649148100381658,Summer,3
-1.717059263732256,5a4ac4ce-1e09-4ecb-805c-fb676f101385,-1.3315916717599747,Other,High,2022-12-03,03f82332-801c-45e2-84bf-af10a8f60248,Books,Brand_A,-1.4012350527439812,-1.1480522496010719,-1.2448853333090992,0.23724318940608555,High,0.4720084867130139,-0.5415285204442378,Spring,2
-1.713581594080226,e67f67b2-12f2-4b0c-b027-19cb052b3dd8,0.008467406262228375,Female,Medium,2021-12-22,8f399675-5c05-4bef-b5d1-863ec387e70a,Clothing,Brand_C,1.404720012961805,-0.39709800352791524,0.21121447814498845,1.3239443757795977,Medium,-0.7031699617379922,-1.613104391287974,Fall,1
-1.7101039244281961,80a5d367-b3dc-4c18-8a93-584e7c5e7e29,-1.49909905651275,Female,High,2022-09-30,f2f4088c-8822-4532-8b4d-ae4ed9ff2e1c,Clothing,Brand_A,1.0320541057977553,-0.3595502912242574,1.3032893367355542,-1.2116917257585973,Low,-0.7031699617379922,-1.4121839155047735,Winter,2
-1.7031485851241361,a9dc9153-9750-471a-8a90-7c46292fc34c,1.683541253789982,Female,High,2020-07-20,ee4c9e6c-801d-425d-ae12-589570ab3a66,Books,Brand_A,-1.203941337186543,0.35385624254524134,-1.2448853333090992,0.5994769181972562,High,0.7658030988257654,-0.1396875688778368,Fall,1
-1.6996709154721064,dd2fa4f9-9499-410a-a241-585ce36a18c6,-0.38238315816091417,Female,Low,2020-07-20,8b707227-216c-4d7c-85a6-badb4f0afacb,Clothing,Brand_A,-0.005564694541363657,1.330096762440345,-0.8808603804455774,-0.8494579969674265,Medium,-0.4093753496252407,-0.8094224881551718,Winter,0
-1.6927155761680464,5ec6bc6d-2af1-4062-868b-6df2dc683eb7,0.17597479101500377,Male,Low,2022-08-02,90fc8921-2266-4863-b3c6-82fc79411566,Clothing,Brand_B,0.8493747395408681,1.5929307485659499,1.3032893367355542,1.6861781045707682,Medium,-0.7031699617379922,1.668596713170968,Summer,3
-1.6892379065160166,3f5e3ccb-d959-4ab0-984e-4d55ec09a47a,-0.6057263378312814,Other,Medium,2022-04-12,ff2545db-1a56-4ced-a91e-1aaa8e92eda9,Clothing,Brand_C,-1.0066476216291051,-1.0729568249937562,-0.15281047471853348,0.5994769181972562,High,0.4720084867130139,0.12820639883309726,Spring,2
-1.6857602368639866,de24df9b-12a7-45f6-8310-76430bd6f719,-1.49909905651275,Other,Medium,2021-11-21,b15ff4ac-af18-488c-85c0-e34a6546defd,Books,Brand_C,-0.8166610807219424,-1.2606953865120454,-1.2448853333090992,-0.8494579969674265,Medium,-0.11558073751248917,-0.20666106080557028,Fall,2
-1.6822825672119566,2e74b84d-d06c-4920-a3a9-38e4a11e8da8,0.23181058593259554,Male,High,2023-06-03,e47f58c8-c6e9-40ed-9ce8-31af73b91fb5,Electronics,Brand_B,0.16980749706524798,-1.2606953865120454,1.6673142895990762,-0.8494579969674265,Medium,-0.7031699617379922,1.4676762373877674,Winter,2
-1.6788048975599266,309ab6ee-9364-4a64-9785-77717415ed5f,-1.5549348514303418,Male,High,2022-01-07,b66cae99-a5b0-4ca9-9aff-6f57ff1bf421,Electronics,Brand_C,-0.05671491709329205,-0.9603136880827827,0.9392643838720323,-0.12499053938508516,Low,0.7658030988257654,-1.2782369316493065,Summer,2
-1.6718495582558668,24cf182e-d0e2-4022-97b1-5c7ebc31023b,0.39931797068537095,Male,Medium,2022-02-02,5c301ae0-6255-483e-a307-74140013a543,Books,Brand_B,-0.05671491709329205,-0.09671630509865262,1.3032893367355542,-1.5739254545497678,High,-0.4093753496252407,0.3961003665440313,Summer,3
-1.6683718886038368,2ff0993d-2b6e-41e5-b6ec-adc052ac140f,-0.7732337225840568,Male,High,2022-05-09,85284187-567a-46aa-8a10-5c00207522c8,Electronics,Brand_C,0.5643949281801242,1.104810488618398,-0.8808603804455774,1.3239443757795977,Medium,-0.7031699617379922,0.9988617938936328,Fall,0
-1.664894218951807,34f7ac8d-fd91-4813-bf4d-e7b18264e442,1.2926906893668395,Female,High,2021-11-27,70729d29-d37a-4bda-9081-c49d9dd47f30,Electronics,Brand_C,0.8859106127922455,-1.4484339480303345,-1.2448853333090992,0.9617106469884269,High,-0.4093753496252407,-0.40758153658877083,Summer,1
-1.661416549299777,88601ef4-484f-40e4-a727-9a8667ca4985,-1.275755876842383,Other,Medium,2020-04-15,9bd6f7fb-ff55-4262-9a10-ad892177837e,Books,Brand_C,-0.42938082425734175,0.9170719271001088,-1.6089102861726212,-0.12499053938508516,High,-0.9969645738507438,-0.47455502851650433,Fall,0
-1.657938879647747,d18fb425-efb5-44a6-a8b1-74f1c285d77d,0.7901685351085135,Other,Medium,2020-09-16,0ac48698-352d-473b-88c8-27f0ce93b5cb,Clothing,Brand_A,0.26480076751882925,-0.8476705511718092,-0.15281047471853348,0.5994769181972562,Medium,-0.4093753496252407,-0.1396875688778368,Spring,1
-1.6544612099957172,39048743-0c07-4485-8348-f0d3fa3f839e,0.7343327401909217,Male,Low,2021-03-05,92eff729-594b-4bc9-b93b-e33def97b68c,Books,Brand_A,1.602013728519243,-1.6737202218522815,-1.2448853333090992,1.3239443757795977,High,1.3533923230512683,-1.5461308993602405,Summer,1
-1.6509835403436872,0d187b13-1a29-4421-ae2c-c0c378cc8910,-1.7224422361831173,Male,Medium,2022-04-05,20d9b5b4-f26d-4442-ac20-a1d384cd0bc4,Electronics,Brand_B,1.7262356975739261,-0.5097411404388887,-0.15281047471853348,-0.12499053938508516,Low,0.4720084867130139,-0.1396875688778368,Summer,2
-1.6475058706916572,572569ce-73ea-458b-8f50-b6ce20d66e0e,-0.2148757734081388,Male,High,2022-08-07,fdae0b19-d750-4728-b1f3-53d495bd3a7e,Clothing,Brand_A,0.2136505449669009,0.24121310563426784,0.9392643838720323,-0.12499053938508516,Low,1.3533923230512683,-0.005740585022369762,Fall,3
-1.6440282010396274,d4b9f0ce-ae7d-44b4-8cab-5b43d9bbcb60,0.5668253554381463,Other,High,2023-08-16,22075389-5f9c-41fc-86a2-ad8edf6af676,Books,Brand_B,-0.8312754300224934,-0.09671630509865262,0.5752394310085104,-0.8494579969674265,Low,-0.4093753496252407,-0.9433694720106389,Fall,3
-1.6405505313875974,0ff63862-234c-4ac6-92cc-c9d0e9b135a7,-0.6057263378312814,Female,Low,2022-04-01,22b33c6b-655f-46a4-aa47-523529c8c14a,Clothing,Brand_A,-0.8312754300224934,-0.05916859279499479,-1.2448853333090992,1.3239443757795977,High,1.64718693516402,0.5970208423272318,Summer,1
-1.6370728617355674,b3edefd3-68f1-4d4c-a182-28ea8231d858,-1.3315916717599747,Other,Low,2020-03-04,b8c2a74e-93eb-4f21-800f-f67367a1bae9,Electronics,Brand_C,0.0601998773111157,-0.39709800352791524,1.6673142895990762,1.6861781045707682,Low,-0.11558073751248917,-1.1442899477938395,Summer,2
-1.6301175224315076,9649b4e5-3d50-4863-bbe2-c3c4d9355d6d,1.6277054588723903,Female,High,2023-05-19,61e7872d-7e07-4695-9eb2-468827b50988,Electronics,Brand_C,1.273190869256846,0.7293333655818196,1.3032893367355542,0.9617106469884269,High,1.3533923230512683,1.3337292535323004,Summer,3
-1.6266398527794776,60aa8258-9fc8-4e5d-85e6-26c273939bcb,-1.3874274666775666,Other,Low,2021-10-31,0748c810-95e1-47bf-bb6f-a075e4e17820,Clothing,Brand_A,0.023664004059738283,-1.2982430988157032,-0.15281047471853348,-1.5739254545497678,High,-0.9969645738507438,-1.6800778832157075,Summer,2
